mouse_id,sex,pgm,liver_wt,gallstone_presence,gallstone_score,gallstone_count,gallstone_weight,gallstone_sandy,gallstone_solid,ChMC_agg,ChMC_ind,chol,HDL_log,nonHDL,D1Mit3,D1Mit21,D1Mit440,D1Mit102,D1Mit111,D1Mit17,D2Mit312,D2Mit79,D2Mit296,D2Mit7,D2Mit182,D2Mit94,D2Mit340,D2Mit285,D2Mit49,D2Mit113,D3Mit203,D3Mit51,D3Mit57,D3Mit147,D4Mit18,D4Mit110,D4Mit17,D4Mit155,D4Mit308,D4Mit251,D4Mit42,D5Mit387,D5Mit201,D5Mit95,D5Mit143,D6Mit86,D6Mit46,D6Mit123,D6Mit102,D6Mit36,D6Mit62,D6Mit111,D6Mit14,D6Mit373,D7Mit267,D7Mit345,D7Mit83,D7Mit323,D7Mit259,D8Mit155,D8Mit292,D8Mit40,D8Mit88,D9Mit58,D9Mit90,D9Mit129,D9Mit307,D9Mit24,D9Mit52,D10Mit123,D10Mit16,D10Mit184,D10Mit31,D10Mit264,D10Mit96,D10Mit14,D11Mit74,D11Mit189,D11Mit4,D11Mit178,D11Mit212,D11Mit67,D11Mit214,D12Mit182,D12Mit60,D12Mit227,D12Mit7,D13Mit302,D13Mit16,D13Mit19,D13Mit13,D13Mit128,D13Mit171,D14Mit98,D14Mit5,D14Mit7,D14Mit131,D15Mit13,D15Mit115,D15Mit71,D15Mit79,D16Mit32,D16Mit101,D16Mit125,D16Mit139,D16Mit86,D17Mit19,D17Mit51,D17Mit39,D17Mit123,D18Mit64,D18Mit12,D18Mit208,D18Mit48,D19Mit68,D19Mit30,D19Mit88,D19Mit26,DXMit81,DXMit1,DXMit8,DXMit149,DXMit121
199,1,1,1.0888,0,0,0,0,0,0,0,0,261,1.613,220,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,D,D,D,D,H,H,H,C,C,C,C,H,H,D,D,D,D,D,H,H,D,D,D,H,H,H,H,H,D,D,H,H,H,D,D,-,H,H,H,H,C,H,C,H,H,H,H,H,H,H,H,C,H,D,D,D,D,D,D,H,H,H,H,H,H,H,H,D,H,H,H,H,D,H,H,C,C,C,C,C,C,C,C,D,C,C,C,-,D
200,1,1,1.0246,1,2,1,0.05,2,1,2,4,183,1.633,140,H,D,D,D,D,D,C,C,C,C,H,H,H,H,H,H,D,D,D,D,H,H,H,H,H,H,H,H,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,D,-,C,H,H,C,D,H,H,H,H,H,D,D,H,H,H,H,H,D,-,C,C,C,C,C,H,H,H,H,H,H,-,-,C,C,H,D,D,D,C,C,C,H,C,C,H,H,-,C,C,C,C,D,D,D,D,D,D,D,D,C,C,C,C,C
201,1,1,1.5888,1,2,0,0,3,0,4,1,174,1.845,104,C,H,H,C,C,C,H,H,H,H,H,H,H,-,H,H,D,H,H,C,D,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,C,C,C,H,H,H,D,H,H,H,H,H,H,H,H,H,H,C,D,D,D,H,D,D,D,C,C,C,C,C,C,H,D,D,D,D,H,H,H,C,H,H,D,H,H,H,D,H,H,H,H,H,C,C,-,H,D,D,D,H,H,H,C,C,H,H,H,C,C,C,C,C
202,1,1,1.5056,1,2,0,0,4,0,1,1,286,1.964,194,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,D,D,C,C,C,C,C,C,C,C,H,H,H,C,C,C,H,H,H,D,D,D,C,C,C,H,H,H,-,H,H,D,D,H,H,H,H,H,H,H,H,H,H,D,H,C,C,C,-,C,H,C,C,C,C,H,H,H,H,H,C,D,H,H,H,D,D,D,D,D,D,H,H,H,H,C,C,H,D,C,C,C,H,H,C,H,C,C,C,C,C
203,1,0,1.4539,1,2,0,0,2,0,2,1,217,1.991,119,H,C,C,C,C,C,C,C,C,C,H,C,H,H,H,D,H,D,D,H,H,-,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,C,H,H,D,H,H,H,H,C,C,H,H,D,D,D,D,D,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,D,D,H,H,H,H,H,D,H,H,H,H,H,C,C,H,H,C,C,C,C,C,C,C,D
204,1,0,1.2953,1,2,0,0,2,0,3,1,285,1.699,235,D,D,D,H,C,C,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,D,D,H,H,C,C,C,C,H,D,C,C,C,C,C,C,C,H,H,C,C,C,C,H,H,H,D,D,D,D,D,D,D,D,D,D,D,D,D,H,H,C,H,H,H,H,H,H,H,H,D,H,C,C,H,H,D,D,D,D,H,C,C,H,H,D,-,H,H,C,C,C,H,H,-,H,H,H,H,H,H,H,H,C,D,D,D,D
205,1,0,1.212,0,0,0,0,0,0,0,0,154,1.826,88,-,D,D,H,H,H,H,H,D,D,H,H,H,D,H,D,H,D,D,D,H,D,D,D,D,H,H,-,H,H,C,H,-,H,H,C,C,C,C,C,H,H,H,H,H,H,H,D,D,H,H,C,C,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,D,D,-,C,H,H,H,H,H,H,D,D,D,D,D,H,H,H,C,C,C,C,H,C,C,C,C,-,D,D,D,H,D,D,H,D,C,C,-,C
206,1,0,1.2973,0,0,0,0,0,0,0,0,168,1.959,77,H,H,H,H,H,H,C,C,C,C,C,-,H,H,H,H,C,H,H,H,C,H,H,D,D,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,C,C,C,H,H,H,H,H,H,H,H,H,H,C,H,-,H,D,-,H,H,H,H,D,H,-,C,H,H,H,-,H,H,-,H,H,-,H,H,D,D,D,C,-,H,H,D,H,H,H,H,C,C,C,-,H,H,H,H,D,D,D,D,D
207,1,0,1.2417,1,2,0,0,3,0,4,1,228,1.799,165,H,H,H,D,D,D,D,D,D,D,C,-,H,H,H,H,D,H,H,H,D,-,H,H,H,H,H,C,C,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,D,C,C,C,C,H,D,D,D,D,D,C,C,C,H,H,H,H,H,D,H,H,H,H,H,D,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,D,-,H,H,H,D,H,H,H,D,D,D,D,C,C,H,H,C,C,C,C,C
208,1,0,1.507,0,0,0,0,0,0,0,0,253,1.623,211,H,H,H,C,C,H,H,H,H,H,H,D,D,D,D,H,D,D,H,H,H,-,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,H,H,C,C,H,-,H,H,H,D,H,H,C,C,H,H,H,H,H,H,H,D,H,H,H,D,D,C,C,H,H,D,D,D,D,C,C,C,C,C
209,1,0,1.3401,1,2,0,0,4,0,2,1,185,1.708,134,D,H,H,H,H,H,H,-,H,-,H,H,H,H,H,H,H,H,C,C,H,-,H,D,D,D,D,C,C,H,H,C,H,H,H,C,H,-,H,H,C,-,C,C,H,D,C,C,D,-,D,D,D,C,C,H,H,H,H,H,H,H,H,H,D,D,D,D,H,H,C,C,C,H,H,H,C,C,C,C,C,C,C,H,H,H,C,H,H,D,D,D,D,D,D,H,D,D,D,C,H,H,H,H,C,C,C,C,C
210,1,0,1.5581,1,2,0,0,3,0,4,1,151,1.833,83,-,D,D,D,D,H,D,H,H,C,C,C,C,C,C,H,H,H,D,D,D,-,D,H,H,H,H,-,C,C,C,H,H,D,H,H,H,H,H,-,-,H,H,H,D,C,C,C,H,D,D,D,D,H,H,H,H,H,H,H,H,C,H,H,D,D,D,D,D,D,D,-,H,H,H,H,H,-,D,H,H,H,H,C,C,-,H,D,D,D,-,D,C,C,H,H,-,D,D,D,D,-,H,H,C,C,C,-,C
211,1,0,1.3298,1,2,0,0,3,0,4,1,209,2.137,73,H,H,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,C,H,H,D,D,D,D,D,D,D,D,C,C,D,H,H,H,H,H,H,H,H,H,C,C,C,C,H,D,D,H,H,D,H,H,H,H,H,H,H,H,H,C,C,C,H,C,C,C,C,H,D,H,H,H,H,C,-,C,C,C,C,C,H,H,H,H,H,C,H,H,H,D,D,C,D,D,D,H,H,H,H,D,D,D,D,D,C,C,C,D,D
212,1,0,1.9294,1,2,0,0,3,0,3,1,294,1.845,224,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,D,D,D,H,H,H,H,H,H,H,H,C,C,C,C,D,D,D,D,D,D,H,C,C,H,H,H,H,H,H,H,D,D,H,H,H,H,D,D,D,D,D,D,H,C,C,H,H,H,D,D,D,D,C,H,D,D,H,H,H,H,H,H,C,C,C,C,H,H,H,D,H,H,H,H,H,C,C,H,H,D,H,H,C,C,C,C,C,C,C,C,C,C
213,1,0,1.1405,1,2,0,0,1,0,4,1,241,1.851,170,H,H,H,D,D,D,D,D,D,D,-,H,H,H,H,H,D,H,H,H,H,D,D,D,D,D,D,C,H,H,H,D,D,D,D,D,D,D,H,H,D,D,D,D,H,H,C,C,C,H,H,H,H,C,C,H,H,H,H,D,H,H,D,D,C,C,C,C,C,H,H,C,H,H,H,H,H,H,D,H,H,H,H,D,D,H,C,D,H,H,H,H,H,H,H,D,H,H,H,D,D,D,D,D,D,D,D,D,D
214,1,0,2.1445,1,2,6,0.05,4,3,3,3,302,1.633,259,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,C,C,H,H,D,D,H,H,H,H,H,D,H,H,H,D,D,D,H,H,H,H,H,H,D,D,D,D,H,H,H,H,H,H,H,H,D,D,D,C,C,C,C,C,C,-,H,H,H,C,C,H,H,H,H,C,C,H,H,C,C,C,C,D,D,H,H,C,C,C,C,H,H,H,H,H,C,H,D,D,H,H,C,C,H,H,H,H,D,D,D,D,C
215,1,0,1.9834,1,2,4,0.69,1,4,0,1,189,2.037,81,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,H,H,H,D,D,H,H,H,C,H,H,H,C,C,C,H,D,D,D,D,D,D,C,C,C,H,D,H,C,C,D,H,H,H,H,H,H,H,H,H,H,H,-,D,C,C,C,C,C,D,H,D,D,D,C,C,C,-,C,C,H,H,H,C,D,D,D,D,H,C,C,C,C,H,H,-,C,H,H,H,H,D,D,D,H,C,C,C,C,D
216,1,0,1.8066,1,2,0,0,1,0,4,4,206,1.839,137,D,C,C,C,C,H,D,D,D,D,H,H,C,H,H,H,D,D,D,H,D,D,D,D,D,H,H,H,H,D,D,C,C,C,C,H,H,H,H,H,H,H,H,H,D,D,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,D,D,D,C,C,C,C,H,H,H,H,H,H,H,C,C,H,C,C,C,D,D,D,D,C,C,C,C,C
217,1,0,1.5048,0,0,0,0,0,0,0,0,143,1.663,98,H,D,D,D,D,D,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,-,H,H,C,C,H,H,C,H,H,C,C,C,C,C,H,H,D,D,H,H,H,C,H,H,H,C,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,D,H,H,C,C,H,C,C,C,C,D,C,C,C,C,C,H,H,H,H,C,C,C,H,C,C,H,D,C,C,-,C,D,D,D,D,C,C,C,C,D
218,1,0,1.637,1,2,0,0,2,0,3,2,169,2.26,-,H,H,H,H,C,C,H,H,H,H,D,-,H,H,H,H,H,D,D,C,H,-,C,C,C,H,D,C,H,H,H,D,H,H,H,H,H,H,D,D,C,H,H,H,H,H,H,D,H,H,H,H,D,D,D,D,D,H,-,H,H,H,D,H,H,H,H,D,D,H,-,H,H,H,H,-,C,C,-,D,D,-,C,H,H,H,D,H,H,H,H,D,H,H,D,D,D,D,D,D,H,C,C,C,C,C,C,C,C
219,1,0,1.5696,1,2,0,0,3,0,3,1,169,1.799,106,H,D,D,H,D,H,H,H,C,C,C,C,C,C,C,C,D,H,H,H,H,-,H,H,H,H,H,C,C,C,C,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,D,D,H,H,D,D,D,D,D,H,D,D,D,H,H,H,H,D,D,D,D,D,D,H,H,H,H,H,-,-,H,H,H,C,C,-,C,H,C,C,C,H,-,H,H,H,D,D,D,H,D,D,D,D,H,H,H,H,C,D,D,D,D
220,1,0,1.8732,1,2,0,0,2,0,4,2,223,1.978,129,C,C,C,C,-,H,D,H,-,H,C,C,H,H,H,D,C,H,H,D,H,-,D,-,H,H,H,H,H,D,H,D,H,H,H,H,H,H,C,C,H,H,H,H,D,H,H,H,H,C,C,C,H,H,D,D,D,D,D,D,D,D,H,C,H,H,H,D,D,D,D,D,D,H,D,D,D,D,D,H,D,H,H,D,D,H,H,H,H,H,H,H,H,H,C,C,H,H,H,D,D,D,D,H,D,D,D,C,-
221,1,0,1.15,1,2,3,1.28,4,3,3,0,155,1.892,77,D,H,C,C,C,C,D,C,-,C,C,C,C,C,C,C,H,C,C,C,H,H,H,H,H,C,C,H,H,H,D,H,H,H,H,C,C,C,C,C,D,D,D,D,D,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,D,D,H,H,H,H,D,H,H,D,D,H,H,H,H,H,H,H,H,H,H,H,D,C,C,C,H,D,C,C,H,H,H,D,D,D,H,H,H,H,C,C,D,D,D
222,1,0,1.7034,1,2,1,0.41,0,3,0,0,319,1.591,281,C,C,H,H,H,H,H,H,-,H,C,C,D,D,D,D,D,C,H,H,D,D,D,D,D,H,H,H,C,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,D,H,D,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,D,D,H,H,H,H,H,C,C,C,C,H,H,H,H,H,D,D,D,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,H,D,H,H,H,D,D,D,D,C,C,C,C
223,1,0,1.4515,1,2,4,0.39,0,4,0,0,166,1.881,90,D,D,H,H,H,D,C,H,H,H,H,H,H,H,H,H,D,D,D,D,H,D,D,H,H,C,C,H,H,-,D,D,H,C,C,C,C,C,H,H,H,H,D,D,D,C,C,C,C,H,H,H,H,D,H,H,H,H,C,C,C,C,H,H,C,C,C,C,H,H,D,D,D,C,C,H,H,H,H,H,H,H,H,D,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,D
224,1,0,1.4917,1,2,1,0.4,2,2,0,0,268,-,-,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,D,D,H,H,H,H,H,H,H,D,D,D,H,D,H,H,C,H,H,H,H,C,H,C,C,C,C,C,H,H,H,D,D,D,H,C,C,H,H,H,H,H,C,H,H,H,D,D,H,-,H,H,C,H,H,D,D,D,D,D,H,C,C,C,C,D,D,D,H,D,C,H,H,D,D,D,H,C,C,C,C,C
225,1,0,2.5895,0,0,0,0,0,0,0,0,155,1.869,82,H,H,H,D,D,D,H,H,D,D,D,D,C,C,C,C,H,H,D,D,H,H,H,H,-,D,D,H,H,H,H,H,H,D,D,D,D,D,D,D,H,H,H,D,D,H,D,D,H,H,H,H,H,D,D,H,H,H,H,H,D,D,D,D,D,D,D,H,H,H,D,H,H,C,C,H,H,D,D,H,C,H,H,D,D,D,D,H,H,D,D,D,H,H,D,D,H,D,D,D,H,D,D,D,D,D,D,D,C
226,1,0,1.237,1,2,0,0,3,0,3,1,193,1.792,131,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,C,C,H,H,D,D,D,D,H,H,C,H,D,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,D,D,D,D,D,H,H,H,H,H,H,H,H,H,D,H,D,D,H,H,C,C,D,H,H,H,C,C,H,H,H,D,H,D,D,D,H,H,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,H,H,D,D,C,C,C,C,C
227,1,0,1.0047,0,1,0,0,0,0,1,1,207,1.881,131,H,D,D,D,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,-,H,H,C,C,C,C,C,-,H,H,H,C,C,C,H,D,D,D,D,D,H,H,H,H,C,D,H,H,H,D,H,H,C,C,C,C,C,C,C,C,H,-,D,D,H,H,H,H,H,H,H,-,H,C,C,C,C,C,-,C,C,C,C,C,C,-,H,D,D,D,H,H,C,C,H,H,C,H,D,D,C,C,C,C,C,C,C,C,C
228,1,0,1.2649,0,1,0,0,0,0,3,1,245,2.127,111,D,D,D,D,D,D,H,H,H,H,H,C,C,C,C,C,H,H,H,H,C,C,C,C,C,C,C,D,D,D,C,H,H,H,C,C,C,C,H,H,C,C,C,H,H,C,C,H,H,C,C,H,H,C,C,C,C,C,H,H,H,H,D,H,H,H,C,C,C,H,C,C,C,H,H,D,D,D,D,D,D,D,D,C,H,H,H,C,C,H,H,H,H,H,H,C,D,D,D,H,H,C,H,H,C,C,C,C,D
229,1,0,1.2764,1,2,6,0.87,4,4,1,1,163,1.968,70,H,H,H,H,H,H,H,H,H,H,H,H,H,D,D,D,C,C,C,-,H,H,H,H,H,H,H,-,C,H,C,D,D,D,H,H,-,H,D,D,H,H,H,H,D,D,D,H,H,D,D,H,H,H,H,H,H,H,H,D,H,H,C,C,C,C,C,C,C,C,H,D,D,D,D,D,D,D,D,H,H,H,H,H,H,-,D,D,D,D,D,D,C,D,D,D,C,C,C,H,D,D,D,D,C,C,C,D,D
230,1,0,1.8855,1,2,0,0,1,0,4,1,209,2.045,98,C,H,H,H,D,D,D,D,D,D,D,-,D,D,D,D,-,C,H,H,C,H,H,H,H,C,C,C,H,-,H,H,H,H,H,H,-,H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,C,H,-,C,H,H,H,H,H,H,H,D,-,H,H,C,H,-,H,H,-,H,D,-,D,H,H,H,C,C,H,H,H,H,D,-,H,H,D,H,H,C,H,C,C,C,D,D,D,D,D
231,1,0,1.766,1,2,6,0.35,4,4,1,0,311,1.892,233,D,D,C,H,H,D,D,D,D,D,D,D,H,H,H,H,H,C,C,H,H,D,H,D,H,H,H,D,D,D,H,H,D,D,D,D,D,D,D,D,C,C,C,C,H,H,H,D,D,H,-,H,C,C,H,C,C,C,C,H,-,H,H,C,H,H,H,H,H,C,H,H,H,H,H,-,C,H,C,D,H,-,D,H,C,C,C,D,-,H,H,D,C,H,H,C,C,H,H,H,D,H,H,H,C,D,D,D,D
232,1,0,1.3964,1,2,4,0.48,2,4,1,1,135,1.914,53,C,C,D,D,D,H,D,D,D,D,H,H,H,H,H,D,C,C,H,C,D,-,D,D,D,D,D,C,C,H,H,C,C,C,C,C,H,H,H,-,C,-,C,H,H,H,H,H,H,-,D,D,D,D,C,H,H,-,C,C,D,D,C,H,H,H,H,D,D,H,-,H,D,H,H,H,H,H,-,D,D,-,H,C,C,C,H,C,C,H,D,H,C,H,H,D,C,C,C,C,H,D,H,D,D,C,C,D,D
233,1,0,1.5212,1,2,0,0,1,0,3,1,367,1.602,327,C,D,D,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,C,H,H,D,H,D,D,D,D,C,H,H,H,H,H,H,H,H,H,H,H,H,D,D,D,D,H,D,D,D,C,C,C,C,C,C,C,H,H,H,H,H,H,D,H,H,H,H,-,H,C,D,D,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,D,H,C,C,C,D,D,H,C,D,D,D,D,D
234,1,0,1.4082,1,2,0,0,2,0,4,1,214,2.152,72,H,H,H,D,H,H,H,H,D,D,D,D,H,H,H,C,H,H,H,H,H,H,H,H,H,H,D,D,H,H,D,D,D,H,H,H,H,H,C,C,D,H,H,C,H,C,H,D,D,C,C,C,C,C,H,H,D,D,D,D,D,D,H,C,C,C,C,C,H,H,H,H,D,C,C,C,C,H,H,H,D,D,D,D,H,H,C,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C
235,1,0,1.3346,1,2,0,0,4,0,4,3,239,1.964,147,H,C,C,H,D,D,H,H,H,H,H,D,D,D,C,C,H,H,H,H,H,H,C,C,H,H,H,C,C,H,H,D,H,H,H,H,H,H,H,H,D,D,D,H,H,H,H,H,H,H,H,H,C,H,D,D,D,D,D,D,D,D,H,H,H,H,H,H,H,D,D,D,H,H,D,D,D,D,H,H,C,C,H,D,D,H,C,H,C,C,C,C,C,C,C,C,H,H,H,H,C,C,C,C,C,C,C,C,C
236,1,0,2.026,0,2,2,1.11,0,4,0,0,148,1.881,72,D,D,D,C,C,H,H,C,C,C,H,H,H,H,H,H,H,D,D,C,H,H,H,C,C,C,C,H,D,D,D,C,C,H,H,H,H,D,D,D,D,H,H,H,H,H,H,C,H,H,D,D,D,D,H,C,D,D,D,H,H,H,C,C,H,H,H,D,D,H,H,H,H,H,H,H,D,D,H,H,H,H,H,C,C,H,H,H,H,D,D,D,H,D,D,D,H,D,D,D,C,C,C,C,C,D,D,D,C
237,1,0,1.7508,1,2,0,0,2,0,3,1,237,1.978,143,C,C,H,H,H,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H,H,H,H,C,C,C,C,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,D,D,H,D,D,D,D,D,H,D,D,D,D,D,H,C,H,H,H,H,H,H,D,D,D,D,C,C,H,H,D,D,H,H,H,H,C,C,C,C,C,C,H,H,H,H,C,C,H,D,D,D,D,D,H,H,H,D,C,C,C,C
238,1,0,1.6007,1,2,0,0,1,0,2,2,297,1.978,203,C,C,C,C,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,D,D,H,C,C,C,C,C,D,D,D,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,-,C,C,C,C,C,C,H,H,H,H,C,C,C,H,-,H,H,H,H,H,H,C,H,D,D,H,H,D,D,D,C,C,-,C,C,C,H,H,H,H,H,H,C,D,D,D,D
239,1,0,1.826,1,2,0,0,2,0,3,2,185,1.839,116,C,H,H,H,D,D,H,H,H,H,C,C,C,C,C,C,H,H,H,C,C,C,C,H,H,C,C,D,C,H,H,D,H,H,H,H,H,C,C,C,H,H,H,C,C,D,H,H,H,D,D,D,H,H,H,H,H,H,H,H,D,-,D,D,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,C,H,H,D,D,H,H,C,C,H,D,-,H,H,H,H,H,C,C,C,C,-,D,D,D,C
240,1,0,1.586,1,2,0,0,1,0,3,1,215,1.845,145,H,H,H,H,H,H,D,D,D,D,D,D,H,H,H,C,H,H,H,-,H,D,D,D,D,D,D,C,C,C,C,H,H,H,H,H,D,D,D,D,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,D,D,-,H,H,H,D,D,D,D,D,D,D,D,D,D,C,C,H,H,H,H,H,H,H,H,H,H,H,C,H,H,C,-,C,C,C,H,-,C,C,H,H,D,D,H,C,H,H,D,D,D,D,C
241,1,0,1.8914,0,0,0,0,0,0,0,0,206,1.892,128,H,H,D,D,D,D,H,H,-,H,H,H,H,D,D,D,C,C,H,D,H,-,H,H,C,C,C,H,H,H,H,H,H,C,C,C,-,D,D,D,C,H,H,H,C,C,C,C,H,D,D,D,D,D,D,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,C,D,D,D,D,D,D,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,C,C,H,H,H,D,H,H,H,H,D,D,D,D,D
242,1,0,1.6904,0,0,0,0,0,0,0,0,211,1.845,141,C,C,C,C,C,C,C,C,C,C,C,-,H,H,C,H,-,H,C,C,C,C,C,C,H,H,H,C,C,-,C,H,-,H,H,D,D,D,D,H,C,C,C,H,C,C,C,H,H,H,H,-,D,D,D,H,H,H,C,C,C,C,C,-,H,H,H,H,H,H,-,H,C,C,C,-,C,H,-,H,D,-,D,H,H,H,D,D,-,H,H,C,H,H,D,D,H,C,C,-,H,H,H,H,D,D,D,D,C
243,1,0,1.0474,0,1,0,0,0,0,1,0,305,1.69,256,D,D,D,H,-,H,H,H,-,H,D,-,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,-,C,C,C,-,C,H,H,H,H,D,H,C,D,H,C,C,C,C,C,C,C,C,H,H,H,-,C,-,C,D,D,D,D,-,D,D,H,H,C,C,C,H,-,-,H,-,C,C,-,C,H,H,H,D,H,-,C,C,C,H,H,H,H,C,C,H,H,C,C,C,H,C,C,C,C,C
244,1,0,1.2537,1,2,0,0,1,0,3,0,173,1.839,104,C,H,D,D,H,H,D,D,D,D,H,H,H,H,H,H,C,D,D,D,H,H,H,H,H,H,H,C,H,H,C,H,H,H,H,H,H,H,-,D,D,D,D,D,D,C,C,C,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,D,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,C,C,C,H,H,H,H,D,D,D,-,H,-,C,C,C,C,C,C,C,C,C
245,1,0,2.0619,1,2,2,0.17,0,3,1,1,185,1.806,121,H,C,C,C,C,D,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,D,D,D,D,H,H,C,H,H,H,H,H,H,H,D,D,D,D,D,H,H,H,D,H,C,H,H,H,D,D,D,H,H,H,H,H,C,C,C,C,C,D,D,D,D,D,D,D,C,C,C,C,H,H,H,H,H,H,H,D,D,H,H,H,D,H,D,D,H,H,H,D,D,D,D,D,C,C,H,H,H,H,H,C,C,C,D,D
246,1,0,2.1153,0,0,0,0,0,0,0,0,223,1.881,147,D,D,D,C,C,C,D,D,D,D,H,H,C,C,C,C,D,H,H,C,D,H,H,H,H,H,H,H,H,H,H,D,D,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,D,D,D,C,C,C,D,D,D,D,D,H,H,H,H,H,H,D,D,D,D,C,C,H,H,H,H,H,H,H,H,D,D,D,H,C,C,C,C,H,H,H,D,H,C,H,D,D,D,D,D,-,D,D,D,D,D
247,1,0,1.8816,0,0,0,0,0,0,0,0,338,1.954,248,H,C,C,H,H,H,H,H,H,H,H,D,D,D,D,D,H,H,H,H,H,H,H,C,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,-,C,C,C,C,H,C,H,H,D,H,H,H,H,H,C,-,H,H,H,D,D,D,H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,D,D,D,H,D,D,D,D,D,D,D,D,D,H,H,H,H,H,D,D,D,D,C,C,C,C
248,1,0,1.4045,1,2,0,0,2,0,2,1,203,1.886,126,D,H,H,H,H,H,H,H,H,H,H,D,D,D,D,H,C,H,H,D,C,C,C,C,H,D,D,C,H,D,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,C,H,H,H,D,D,D,D,H,H,H,H,H,D,D,D,D,H,H,H,H,H,H,C,H,H,D,D,H,H,H,C,C,C,H,C,C,C,H,H,H,C,C,C,C,H,H,C,C,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C
249,1,0,1.5229,1,2,1,0.15,4,1,4,1,317,1.845,247,H,H,H,C,C,C,H,H,H,D,D,D,H,H,H,H,C,C,C,C,H,C,C,C,C,C,C,H,C,C,C,D,D,D,D,D,D,H,H,H,C,H,H,H,H,D,C,C,C,D,C,C,C,D,D,C,H,H,H,C,H,H,C,C,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,C,H,H,H,D,-,H,H,H,C,H,H,H,-,C,H,H,C,C,C,C,C,H,H,D,C,C,C,C,D
